Song,,Constant,Level,Note Count,Difficulty,Song ID,Notes
Ano Natsu ga Houwa Suru.,あの夏が飽和する。,24.0,24,626,Expert,650,
Anti you,アンチユー,24.0,24,610,Expert,582,
Aoku Kakero!,青く駆けろ！,24.0,24,919,Expert,93,
As You Like It,お気に召すまま,24.0,24,808,Expert,106,
AttaKAITO,あったかいと,24.0,24,1026,Expert,271,
Awake Now,Awake Now,24.0,24,723,Expert,244,
Bad Apple!! feat.SEKAI,Bad Apple!! feat.SEKAI,24.0,24,883,Expert,501,
Becoming Pigs Yeah Yeah,豚になってyeah yeah,24.0,24,705,Expert,325,
Becoming Potatoes,potatoになっていく,24.0,24,721,Expert,52,
Black★Rock Shooter,ブラック★ロックシューター,24.0,24,695,Expert,238,
Bless Your Breath,ブレス・ユア・ブレス,24.0,24,696,Expert,72,
blue paint,青色絵具,24.0,24,846,Expert,232,
Bokuno Kamisama,ぼくのかみさま,24.0,24,792,Expert,548,
Bottle Cake,ボトルケーキ,24.0,24,640,Expert,394,
Cantarella,カンタレラ,24.0,24,870,Expert,296,
Cat Food,キャットフード,24.0,24,895,Expert,530,
CH4NGE,CH4NGE,24.0,24,789,Expert,513,
Cinema,シネマ,24.0,24,616,Expert,126,
Colorful Foundation,カラフルファンデーション,24.0,24,815,Expert,683,
CRASH THE PARTY,CRASH THE PARTY,24.0,24,818,Expert,679,
CRAZY,CR詠ZY,24.0,24,615,Expert,421,
Daidaidaidaidai Kirai,ダイダイダイダイダイキライ,24.0,24,687,Expert,722,
Dance orchestra,踊れオーケストラ,24.0,24,845,Expert,240,
Decade,Decade,24.0,24,839,Expert,319,
Dream Kiss,ドリーム・キス,24.0,24,515,Expert,696,
Dreamer's Beat,ドリーマーズビート,24.0,24,670,Expert,743,
Electric Angel,えれくとりっく・えんじぇぅ,24.0,24,927,Expert,454,
ELECTRIC WEEKEND ZONE,,24.0,24,835,Expert,602,
Empurple,エンパープル,24.0,24,813,Expert,507,
Engeki,演劇,24.0,24,983,Expert,345,
erase or zero,erase or zero,24.0,24,845,Expert,693,
"Even so, It's OK",それでもいいんだよ,24.0,24,897,Expert,274,
Flyer!,Flyer!,24.0,24,861,Expert,182,
Flyway,Flyway,24.0,24,1011,Expert,310,
Forward,Forward,24.0,24,737,Expert,55,
Fragile,フラジール,24.0,24,863,Expert,69,
FREELY TOMORROW,FREELY TOMORROW,24.0,24,905,Expert,313,
From Tokyo,フロムトーキョー,24.0,24,640,Expert,130,
from Y to Y,from Y to Y,24.0,24,847,Expert,96,
Getting Faster and Faster,だんだん早くなる,24.0,24,851,Expert,485,
Ghost City Tokyo,幽霊東京,24.0,24,904,Expert,102,
Gift from the Princess who Brought Sleep,眠らせ姫からの贈り物,24.0,24,904,Expert,350,
Gimme more!,Gimme more!,24.0,24,721,Expert,756,
Gunjo Sanka,群青讃歌,24.0,24,711,Expert,141,
Hananikaze,花に風,24.0,24,755,Expert,537,
Happy Synthesizer,ハッピーシンセサイザ,24.0,24,859,Expert,10,
Heart Forecast,心予報,24.0,24,909,Expert,188,
Hedgehog,ヘッジホッグ,24.0,24,837,Expert,710,
Hello Builder,Hello Builder,24.0,24,847,Expert,387,
"Hello, SEKAI",ハローセカイ,24.0,24,621,Expert,578,
Hide and Seek,ハイドアンド・シーク,24.0,24,764,Expert,438,
Hikaku Shoukougun,比較症候群,24.0,24,889,Expert,712,
Hikari,光,24.0,24,784,Expert,754,
Hikari no Atsumekata,ひかりのあつめかた,24.0,24,818,Expert,757,
Hikyou Sentai Urotander,卑怯戦隊うろたんだー,24.0,24,1025,Expert,661,
Hoshi wo Tsunagu,星を繋ぐ,24.0,24,753,Expert,375,
How-to Sekai Seifuku,ハウトゥー世界征服,24.0,24,803,Expert,672,
hug,はぐ,24.0,24,851,Expert,429,
I'm the Rain,私は雨,24.0,24,823,Expert,492,
I~ya I~ya I~ya,い〜やい〜やい〜や,24.0,24,792,Expert,670,
icedrop,アイスドロップ,24.0,24,704,Expert,140,
Ifuudoudou,威風堂々,24.0,24,975,Expert,95,
Imperial Girl,帝国少女,24.0,24,962,Expert,262,
Integral,インテグラル,24.0,24,868,Expert,424,
It was a very nice June,とても素敵な六月でした,24.0,24,1273,Expert,340,
Jougen no Tsuki,上弦の月,24.0,24,599,Expert,658,
Judgement of Corruption,悪徳のジャッジメント,24.0,24,777,Expert,348,
JUMPIN' OVER !,JUMPIN’ OVER !,24.0,24,858,Expert,422,
Just 1db Louder,,24.0,24,628,Expert,568,
"Kaben, Sore ni Matsuwaru Onsei",花弁、それにまつわる音声,24.0,24,883,Expert,638,
Kindokei,金時計,24.0,24,747,Expert,678,
kokoro,ココロ,24.0,24,945,Expert,312,
Kosho Yashiki Satsujin Jiken,古書屋敷殺人事件,24.0,24,823,Expert,436,
Kugutsu no Utsutsu,傀儡のうつつ,24.0,24,719,Expert,735,
Kusari no Shoujo -Re Alive-,鎖の少女-Re Alive-,24.0,24,920,Expert,698,
Kuu Ni Naru,くうになる,24.0,24,769,Expert,417,
Kyo-Fu All Back,強風オールバック,24.0,24,714,Expert,432,
Kyou mo harebare,きょうもハレバレ,24.0,24,793,Expert,493,
LEADER,LEADER,24.0,24,763,Expert,460,
lily-lala,リリィララ,24.0,24,810,Expert,655,
Lost Umbrella,ロストアンブレラ,24.0,24,804,Expert,551,
Lucky☆Orb,ラッキー☆オーブ,24.0,24,802,Expert,415,
Melancholic,メランコリック,24.0,24,917,Expert,369,
Melty Land Nightmare,メルティランドナイトメア,24.0,24,934,Expert,70,
Miku,Miku,24.0,24,990,Expert,153,
Mikumiku Ni Shiteageru [Shiteyanyo],みくみくにしてあげる♪【してやんよ】,24.0,24,739,Expert,124,
Mind Brand,マインドブランド,24.0,24,1023,Expert,473,
Mirai,ミライ,24.0,24,1017,Expert,180,
Mischievous Function,おちゃめ機能,24.0,24,933,Expert,480,
Mozaik Role (Reloaded),モザイクロール (Reloaded),24.0,24,871,Expert,477,
Musekinin Shuugoutai,㋰責任集合体,24.0,24,762,Expert,667,
Musunde Hiraite Rasetsu To Mukuro,結ンデ開イテ羅刹ト骸,24.0,24,826,Expert,567,
Mx.Nihil,虚無さん,24.0,24,650,Expert,540,
Namo Naki Kakumei,名も無き革命,24.0,24,995,Expert,359,
Newly Edgy Idols,アイドル新鋭隊,24.0,24,754,Expert,57,
ODDS＆ENDS,ODDS＆ENDS,24.0,24,739,Expert,117,
Odorobo,おどロボ,24.0,24,1266,Expert,461,
Otome Dissection,乙女解剖,24.0,24,834,Expert,92,
Our True Story,ありのままのストーリーを,24.0,24,892,Expert,635,
p.h.,p.h.,24.0,24,739,Expert,297,
PaⅢ.SENSATION,PaⅢ.SENSATION,24.0,24,1032,Expert,195,
Panda Hero,パンダヒーロー,24.0,24,820,Expert,566,
paradichlorobenzene,パラジクロロベンゼン,24.0,24,916,Expert,275,
Patchwork Staccato,ツギハギスタッカート,24.0,24,854,Expert,71,
phony,フォニイ,24.0,24,1064,Expert,277,
Polar Star,Polar Star,24.0,24,697,Expert,610,
Propose,プロポーズ,24.0,24,830,Expert,734,
Pure Summer,夏に透明,24.0,24,691,Expert,565,
purpose,purpose,24.0,24,720,Expert,383,
Q,Q,24.0,24,907,Expert,202,
ray,ray,24.0,24,978,Expert,148,
Remote Control,リモコン,24.0,24,903,Expert,146,
Resonance Between You and Me.,きみとぼくのレゾナンス,24.0,24,896,Expert,523,
ROKI,ロキ,24.0,24,827,Expert,2,
Romeo & Cinderella,ロミオとシンデレラ,24.0,24,856,Expert,121,
Roshin Yuukai (meltdown),炉心融解,24.0,24,998,Expert,179,
Round off the Square Earth,四角い地球を丸くする,24.0,24,950,Expert,615,
Rumor,ルーマー,24.0,24,863,Expert,490,
Saika,Saika,24.0,24,875,Expert,748,
Shoujo A,少女A,24.0,24,1265,Expert,666,
Shoujo Rei,少女レイ,24.0,24,1168,Expert,169,
SHOW OFF,てらてら,24.0,24,1035,Expert,257,
Smile Symphony,スマイル*シンフォニー,24.0,24,594,Expert,577,
Snow Fairy Story,Snow Fairy Story,24.0,24,912,Expert,612,
Snowman,スノーマン,24.0,24,1001,Expert,343,
Star of Heaven,みかぼし,24.0,24,984,Expert,518,
Starry sky melody,星空のメロディー,24.0,24,713,Expert,212,
Summertime Record,サマータイムレコード,24.0,24,1107,Expert,395,
Supernova,Supernova,24.0,24,750,Expert,457,
Sweet Magic,スイートマジック,24.0,24,920,Expert,41,
Sympathy,Sympathy,24.0,24,723,Expert,605,
Teammates,チームメイト,24.0,24,803,Expert,374,
Tenshi no Tsubasa。,天使の翼。,24.0,24,1072,Expert,326,
The Daughter of Evil,悪ノ娘,24.0,24,609,Expert,190,
The Future of Beginning,はじまりの未来,24.0,24,972,Expert,573,
The Servant of Evil,悪ノ召使,24.0,24,609,Expert,191,
The Snow White Princess is...,白い雪のプリンセスは,24.0,24,1273,Expert,355,
The Tailor of Enbizaka,円尾坂の仕立屋,24.0,24,842,Expert,347,
The Transient Apple Salesgirl,林檎売りの泡沫少女,24.0,24,1009,Expert,443,
The World Hasn't Even Started Yet,セカイはまだ始まってすらいない,24.0,24,774,Expert,51,
The World is Mine,ワールドイズマイン,24.0,24,1248,Expert,48,
This is the Happiness and Peace of Mind Committee,こちら、幸福安心委員会です。,24.0,24,898,Expert,279,
Tobidase! Wandapyoi,とびだせ！わんだぴょい,24.0,24,788,Expert,660,
Tokyo Summer Session,東京サマーセッション,24.0,24,892,Expert,621,
Touka Suru Ondo,透過する温度,24.0,24,608,Expert,716,
Traffic jam,トラフィック・ジャム,24.0,24,896,Expert,143,
Tricologe,トリコロージュ,24.0,24,860,Expert,203,
TSUGAIKOGARASHI,番凩,24.0,24,716,Expert,403,
Un-Lock,Un-Lock,24.0,24,894,Expert,393,
UNDERWATER,UNDERWATER,24.0,24,971,Expert,363,
Uninterrupted Indigo,絶え間なく藍色,24.0,24,1002,Expert,322,
Usseewa,うっせえわ,24.0,24,1035,Expert,204,
Viva Happy,ビバハピ,24.0,24,597,Expert,11,
Voice of The Beam,光線歌,24.0,24,700,Expert,634,
Wah Wah World,ワーワーワールド,24.0,24,789,Expert,77,
Wakusei Loop,惑星ループ,24.0,24,857,Expert,690,
WAVE,WAVE,24.0,24,794,Expert,522,
We are,私は、私達は,24.0,24,712,Expert,287,
We are the Stain Busters!,我らステインバスターズ！,24.0,24,797,Expert,400,
Weigh anchor,抜錨,24.0,24,831,Expert,458,
Who?,Who?,24.0,24,687,Expert,680,
Wonder Style,Wonder Style,24.0,24,888,Expert,362,
Worlders,Worlders,24.0,24,924,Expert,579,
Worldwide Wander,ワールドワイドワンダー,24.0,24,626,Expert,193,
Yoidore Shirazu,酔いどれ知らず,24.0,24,865,Expert,441,
yomosugara kimi omou,夜もすがら君想ふ,24.0,24,1004,Expert,255,
「１」,「１」,23.0,23,619,Expert,132,
39Music!,39みゅーじっく！,23.0,23,839,Expert,45,
Afterglow,Afterglow,23.0,23,727,Expert,309,
Aishiteita no ni,あいしていたのに,23.0,23,550,Expert,721,
alive,alive,23.0,23,804,Expert,82,
Aria,アリア,23.0,23,544,Expert,720,
Aun no Beats,阿吽のビーツ,23.0,23,802,Expert,245,
Because You're Here,愛されなくても君がいる,23.0,23,914,Expert,108,
Before the Snow Melts.,雪がとける前に,23.0,23,618,Expert,613,
Blazing,烈火,23.0,23,786,Expert,497,
blender,blender,23.0,23,812,Expert,404,
Blessing,Blessing,23.0,23,859,Expert,50,
Catch the Wave,Catch the Wave,23.0,23,739,Expert,699,
Change me,Change me,23.0,23,1019,Expert,265,
Charles,シャルル,23.0,23,701,Expert,19,
City,街,23.0,23,668,Expert,217,
Clear and Serene,明鏡止水,23.0,23,728,Expert,481,
Color of Drops,Color of Drops,23.0,23,796,Expert,89,
Connecting,Connecting,23.0,23,616,Expert,619,
Copycat,Copycat,23.0,23,752,Expert,247,
Coral,箱庭のコラル,23.0,23,862,Expert,324,
CrystalSnow,クリスタルスノウ,23.0,23,694,Expert,593,
Dear,Dear,23.0,23,1032,Expert,390,
DO RE MI FA Rondo,ドレミファロンド ,23.0,23,690,Expert,603,
Double Lariat,ダブルラリアット,23.0,23,936,Expert,256,
dreamin chuchu,どりーみんチュチュ,23.0,23,873,Expert,123,
DSCF,妄想感傷代償連盟,23.0,23,908,Expert,194,
DUNE,砂の惑星,23.0,23,873,Expert,219,
ECHO,ECHO,23.0,23,659,Expert,100,
Eleventh,イレヴンス,23.0,23,677,Expert,539,
Envy Baby,エンヴィーベイビー,23.0,23,969,Expert,402,
Epilogue without you,エピローグに君はいない,23.0,23,596,Expert,332,
Fighter,ファイター,23.0,23,641,Expert,684,
Float Planner,フロート・プランナー,23.0,23,685,Expert,295,
flos,flos,23.0,23,694,Expert,431,
Fondant Step,Fondant Step,23.0,23,679,Expert,618,
Goodbye,Goodbye,23.0,23,734,Expert,228,
Hajimete no Oto,ハジメテノオト,23.0,23,539,Expert,470,
Hand in Hand,Hand in Hand,23.0,23,809,Expert,44,
Happy Cheat Day,ハッピーチートデー,23.0,23,645,Expert,463,
Heartbeat #0822,心拍数♯0822,23.0,23,675,Expert,155,
Hidamari no Setsuna,陽だまりのセツナ,23.0,23,932,Expert,314,
Highlight,Highlight,23.0,23,596,Expert,263,
Hollow,虚ろを扇ぐ,23.0,23,908,Expert,280,
Hoshizora Orchestra,星空オーケストラ,23.0,23,1057,Expert,282,
hot wind,熱風,23.0,23,871,Expert,489,
IF,イフ,23.0,23,845,Expert,211,
Intergalactic Bound,Intergalactic Bound,23.0,23,918,Expert,464,
Interviewer,インタビュア,23.0,23,1006,Expert,330,
Irony,アイロニ,23.0,23,861,Expert,293,
Just Be Friends,Just Be Friends,23.0,23,811,Expert,27,
Karakuri Pierrot,からくりピエロ,23.0,23,714,Expert,147,
Karma,,23.0,23,920,Expert,599,
Kashika,仮死化,23.0,23,1019,Expert,267,
Kirapipi☆Kirapika,キラピピ★キラピカ,23.0,23,909,Expert,386,
Koufukukei,幸福刑,23.0,23,773,Expert,630,
Lagtrain,ラグトレイン,23.0,23,705,Expert,469,
living millennium,1000年生きてる,23.0,23,673,Expert,434,
Lonely Universe,ロンリーユニバース,23.0,23,781,Expert,269,
Love is War,恋は戦争,23.0,23,1081,Expert,365,
Lustrous,ラストラス,23.0,23,769,Expert,654,
Metamo Re:born,メタモリボン,23.0,23,580,Expert,209,
MOTTO!!!,MOTTO!!!,23.0,23,881,Expert,405,
Natsuyo No Uta,夏夜ノ唄,23.0,23,695,Expert,519,
New Worlds,,23.0,23,973,Expert,673,
Nomad,ノマド,23.0,23,515,Expert,189,
Nostalogic,Nostalogic,23.0,23,719,Expert,13,
Noten,脳天,23.0,23,901,Expert,545,
on the rocks,on the rocks,23.0,23,857,Expert,86,
On&On,On&On,23.0,23,712,Expert,426,
Plaything,,23.0,23,713,Expert,535,
Poka Poka Planet,ぽかぽかの星,23.0,23,783,Expert,617,
Ribbon,Ribbon,23.0,23,598,Expert,717,
saihate,サイハテ,23.0,23,840,Expert,556,
SEKAI,セカイ,23.0,23,735,Expert,76,
Sekai no Arukikata,世界の歩き方,23.0,23,683,Expert,739,
Shadow Shadow,Shadow Shadow,23.0,23,601,Expert,476,
Sharing the World,Sharing the World,23.0,23,937,Expert,318,
Shinkai Shoujo,深海少女,23.0,23,867,Expert,258,
Shinpaku Pairing,心拍ペアリング,23.0,23,575,Expert,382,
Solar System Disco,太陽系デスコ,23.0,23,1018,Expert,360,
STROBE LAST,ストロボラスト,23.0,23,725,Expert,305,
Suresure,すれすれ,23.0,23,521,Expert,442,
Tabi ni Kaeru,旅に帰る,23.0,23,670,Expert,742,
Tale of the Deep-sea Lily,ウミユリ海底譚,23.0,23,737,Expert,75,
Ten Thousand Stars,,23.0,23,835,Expert,453,
Thousand Little Voices,,23.0,23,749,Expert,528,
Thousand Year Solo,千年の独奏歌,23.0,23,791,Expert,223,
Time Machine,タイムマシン,23.0,23,719,Expert,8,
Torinokocity,トリノコシティ,23.0,23,753,Expert,242,
Totemoitai Itagaritai,とても痛い痛がりたい,23.0,23,817,Expert,94,
Uka,羽歌,23.0,23,714,Expert,740,
Unpoison,Unpoison,23.0,23,714,Expert,527,
Unsung Melodies,,23.0,23,615,Expert,419,
Waltz of the Deceased,去り人達のワルツ,23.0,23,672,Expert,192,
Yuke,征け,23.0,23,701,Expert,600,
Achikochi Date-san,あちこちデートさん,22.0,22,693,Expert,516,
Aioi,相生,22.0,22,879,Expert,351,
Bloom in mud,泥中に咲く,22.0,22,646,Expert,270,
Dawn and Fireflies,夜明けと蛍,22.0,22,691,Expert,311,
glow,glow,22.0,22,875,Expert,339,
Hello/How Are You?,ハロ／ハワユ,22.0,22,690,Expert,66,
Hitorinbo Envy,独りんぼエンヴィー,22.0,22,544,Expert,74,
Ichi Ni no San de,いちにのさんで,22.0,22,595,Expert,292,
Ikiru,生きる,22.0,22,536,Expert,644,
Jishoumushoku,自傷無色,22.0,22,614,Expert,67,
Kanadetomosusora,カナデトモスソラ,22.0,22,522,Expert,149,
Kazatte,飾って,22.0,22,515,Expert,572,
kokoronashi,心做し,22.0,22,676,Expert,358,
Kokuhaku,告白,22.0,22,565,Expert,662,
Love material,アイノマテリアル,22.0,22,643,Expert,144,
Love Trial,恋愛裁判,22.0,22,889,Expert,87,
Meru,メリュー,22.0,22,632,Expert,218,
MONSTER,,22.0,22,864,Expert,640,
Near,ニア,22.0,22,702,Expert,73,
once upon a dream,ワンスアポンアドリーム,22.0,22,683,Expert,105,
Packaged,Packaged,22.0,22,739,Expert,604,
Passion at 25:00,25時の情熱,22.0,22,625,Expert,409,
Reborn,再生,22.0,22,458,Expert,142,
SAIRAI,SAIRAI,22.0,22,601,Expert,747,
Sono E no Namae wa,その絵の名前は,22.0,22,514,Expert,597,
Sorega Anata No Shiawase To Shitemo,それがあなたの幸せとしても,22.0,22,615,Expert,294,
Strata de Machiawase,ストラタでまちあわせ,22.0,22,441,Expert,738,
Tell Your World,Tell Your World,22.0,22,961,Expert,1,
The Light That Dwells Here,そこに在る、光。,22.0,22,403,Expert,564,
Twilight Light,トワイライトライト,22.0,22,520,Expert,384,
Anata no Sora ga Naku no Nara,あなたの空が泣くのなら,21.0,21,478,Expert,659,
Comet Galaxy,彗星ノ銀河,21.0,21,688,Expert,526,
Kimi no Yoru wo Kure,君の夜をくれ,21.0,21,482,Expert,237,
Layer Note,レイヤーノートー,21.0,21,563,Expert,532,
Made to Order,オーダーメイド,21.0,21,480,Expert,196,
Sad Machine,,21.0,21,495,Expert,609,
"Sky Passing Around, Moon Rabbit",回る空うさぎ,21.0,21,607,Expert,607,
Where shall we go?,Where shall we go?,21.0,21,594,Expert,338,
Yokanimotorete,余花にみとれて,21.0,21,599,Expert,500,
,,,,,,,
,,,,,,,
,,,,,,,RERATES
,,,,,,,
Pheles,フェレス,32.4,APD 31,1744,Append,291,RATING: mix of 39s and UnCh OS
Artifact,,30.5,30,1139,Master,694,RATING: temp too lazy to update en constants
Chu! Future☆Express!,,30.4,30,1287,Master,701,
NAKAKAPAGPABAGABAG,,30.2,30,1124,Master,563,
,,,,,,,changing constants to match what was suggested 
I want to be your heart,だれかの心臓になれたなら,29.9,29+,1044,Master,152,
Highlight,Highlight,28.1,28,690,Master,263,
The World is Mine,ワールドイズマイン,29.4,29,1417,Master,48,
Teammates,チームメイト,30.3,30,1090,Master,374,
39Music!,39みゅーじっく！,28.4,28,1039,Master,45,
From Tokyo,フロムトーキョー,28.4,28,814,Master,130,
Step for a Crescent,三日月ステップ,28.2,28,969,Master,580,
,,,,,,,
,,,,,,,
,,,,,,,updating old constants (based also on constant suggestions)
on the rocks,on the rocks,27.5,27,1004,Master,86,
The Daughter of Evil,悪ノ娘,27.1,27,784,Master,190,
Pulse of the Meteor,流星のパルス,31.4,31,1123,Master,173,
Judas,ジウダス,28.7,28+,898,Master,215,
Aun no Beats,阿吽のビーツ,29.5,29,918,Master,245,
Chururira Chururira Daddadda!,チュルリラ・チュルリラ・ダッダッダ！,31.8,31+,1401,Master,88,
Our 16bit Wars,ぼくらの16bit戦争,33.6,33+,1521,Master,249,
Planet Hero,プラネットヒーロー,33.1,33,1467,Master,588,
Hide and Seek,ハイドアンド・シーク,28.0,28,898,Master,438,
"Can't Defeat ""Take No Notice Boys""",難聴系男子が倒せない,30.1,30,1234,Master,341,
,,,,,,,
,,,,,,,
,,,,,,,mas 26/25 rerates to match expert constants
Hitorinbo Envy,独りんぼエンヴィー,26.9,26+,589,Master,74,
Kimi no Yoru wo Kure,君の夜をくれ,26.9,26+,662,Master,237,
Twilight Light,トワイライトライト,26.8,26+,619,Master,384,
,,,,,Master,,
,,,,,,,
,,,,,,,
,,,,,,,Fixing 39s sheet song translations
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,temp is lazy
,,,,,,,
shrimp miku,,28.1,28,793,Master,725,
LOVELY♥CAVITY,,29.1,29,962,Master,736,
Cheerleader (feat. Hatsune Miku),,27.2,27,912,Master,762,
CONNECT:COMMUNE ,,30.2,30,1132,Master,786,
Hanataba,ハナタバ,28.4,28,938,Master,759,
Lapse,ラプス,29.6,29+,1081,Master,758,
Astronauts,アストロノーツ,25.5,25,523,Master,792,
City Lights,シティライツ,29.5,29,943,Master,791,
Pikkoon!!,ピッコーン！！,27.7,27+,1056,Master,790,
REM,レム,26.0,26,537,Master,765,
"Tenbin, Yubisaki de Furete",天秤、指先で触れて,28.3,28,1012,Master,789,
De Los Santos,デロスサントス,29.4,29,936,Master,794,
Ichiokunen Koi Shiteru,一億年恋してる,31.6,31+,1310,Master,795,
Children Record,チルドレンレコード,34.5,APD 34,1627,Append,136,
Additional Memory,アディショナルメモリー,31.3,31,1226,Master,751,
Otsukimi Recital,オツキミサイダル,29.3,29,1104,Master,764,
Losstime Memory,ロスタイムメモリー,31.5,31,1314,Master,750,
Kuusou Forest,空想フォレスト,29.4,29,925,Master,753,
Ayano no Koufuku Riron,アヤノの幸福理論,27.1,27,749,Master,752,
Stardust Rain,スターダストレイン,27.4,27,827,Master,728,
Room for a Fantasy,,29.3,29,943,Master,787,
Kimi ni Okuru Mirai,君に贈る未来,30.3,30,1195,Master,802,
Anti Sainou,アンチサイノウ,30.2,30,854,Master,788,
Sora ni menjite,空に免じて,26.1,26,539,Master,803,
shake it!,shake it!,28.4,28,985,Master,550,
Seikai,正解,,31,1210,Master,804,
,,,,,,,
,,,,,,,KR / CN EXCLUSIVES
,,,,,,,
Jangsanbeom,장산범,28.7,28+,853,Master,10001,
Alone,,28.5,28,1035,Master,10002,
Individual Combat,각개전투,29.8,29+,1213,Master,10003,
Raining Cherry Blossom,벚꽃비,31.2,31,1168,Master,10004,
Starlight Serenade,별빛 세레나데,28.5,28,1353,Master,10005,
Secret Puppetry II,비밀 인형극 II,29.7,29+,1007,Master,10006,
Carpe Diem!,,28.3,28,779,Master,10007,
Nail: in Disguise ,둔갑,29.6,29+,957,Master,10008,
Umbrella ,우산,27.6,27,988,Master,10009,
Shimiyuku,시미유쿠,28.3,28,940,Master,10010,
,,,,,,,
yiyang,一样,30.4,30,789,Master,11008,
Pick Me Up,,28.3,28,874,Master,11001,
My Stage With You,,29.4,29,854,Master,11002,
Step Foward,踏步、出发,26.7,26+,583,Master,11003,
First Storm,初岚,31.5,31,1414,Master,11004,
We Leave The World Together,,29.2,29,670,Master,11005,
Girl in the Mirror,镜中少女,27.7,27+,871,Master,11006,
Dream Color Planet,梦色星球,30.2,30,1045,Master,11007,
Low Chroma Notes,低彩度记事,30.6,30+,907,Master,11009,
mae no hanashi,前ノハナシ (来都来了),30.8,30+,1117,Master,11012,
Hype Dive,,29.3,29,816,Master,11017,
Crossing the Coastline,越过海岸线,28.7,28+,1012,Master,11010,
Yue Xijiang: Spring Thunder,月西江·春雷,26.2,26,610,Master,11014,
Obesity = Fattening Frustration Song ,ヒマン=ヒダイ焦燥曲 (肥肥焦躁曲),31.5,31,1215,Master,11013,
MAI MAI MAI,まいまいまい (买买买),29.4,29,813,Master,11015,
Mag1c,,29.7,29+,1008,Master,11016,
,,,,,,,
,,,,,,,
Jangsanbeom,장산범,25.0,25,,Expert,10001,
Alone,,25.0,25,,Expert,10002,
Individual Combat,각개전투,24.0,24,,Expert,10003,
Raining Cherry Blossom,벚꽃비,26.3,26,1101,Expert,10004,
Starlight Serenade,별빛 세레나데,23.0,23,,Expert,10005,
Secret Puppetry II,비밀 인형극 II,23.0,23,,Expert,10006,
Carpe Diem!,,23.0,23,,Expert,10007,
Nail: in Disguise ,둔갑,24.0,24,,Expert,10008,
Umbrella ,우산,23.0,23,891,Expert,10009,
Shimiyuku,시미유쿠,23.0,23,737,Expert,10010,
,,,,,,,
Pick Me Up,,23.0,23,,Expert,11001,
My Stage With You,,25.4,25,,Expert,11002,
Step Foward,踏步、出发,21.0,21,,Expert,11003,
First Storm,初岚,27.9,27+,,Expert,11004,
We Leave The World Together,,22.0,22,,Expert,11005,
Girl in the Mirror,镜中少女,22.0,22,,Expert,11006,
Dream Color Planet,梦色星球,25.0,25,,Expert,11007,
yiyang,一样,25.0,25,,Expert,11008,
Low Chroma Notes,低彩度记事,24.0,24,,Expert,11009,
mae no hanashi,前ノハナシ (来都来了),24.0,24,,Expert,11012,
Hype Dive,,24.0,24,,Expert,11017,
Crossing the Coastline,越过海岸线,23.0,23,,Expert,11010,
Yue Xijiang: Spring Thunder,月西江·春雷,21.0,21,,Expert,11014,
Obesity = Fattening Frustration Song ,ヒマン=ヒダイ焦燥曲 (肥肥焦躁曲),26.7,26+,,Expert,11013, 
MAI MAI MAI,まいまいまい (买买买),24.0,24,,Expert,11015,
Mag1c,,24.0,24,,Expert,11016,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,EXPERT & BELOW
,,,,,,,
Teo,テオ,27.9,27+,997,Expert,3,
Kagerou Daze,カゲロウデイズ,27.9,27+,1295,Expert,171,
Future Eve,フューチャー・イヴ,27.9,27+,1462,Expert,273,
Chou Night of Knights,超ナイト・オブ・ナイツ,27.9,27+,1201,Expert,622,
,,,,,,,
NEXT NEST,ネクストネスト,27.8,27+,983,Expert,43,
Greenlights Serenade,グリーンライツ・セレナーデ,27.8,27+,1034,Expert,46,
Tondemo-Wonderz,トンデモワンダーズ,27.8,27+,1122,Expert,127,
Children Record,チルドレンレコード,27.8,27+,1234,Expert,136,
SnowMix♪,SnowMix♪,27.8,27+,1321,Expert,327,
In Case You're Gonna Jump,君が飛び降りるのならば,27.8,27+,970,Expert,641,
,,,,,,,
Soudatta!!,そうだった！！,27.7,27+,1175,Expert,165,
Theme of Niccori Survey Team,にっこり^^調査隊のテーマ,27.7,27+,1026,Expert,178,
kyu-kurarin,きゅうくらりん,27.7,27+,1141,Expert,361,
ARQETYPE,ARQETYPE,27.7,27+,827,Expert,406,
CIRCUS PANIC!!!,CIRCUS PANIC!!!,27.7,27+,1083,Expert,408,
syndrome,心泥夢(syndrome),27.7,27+,1221,Expert,444,
Odoryanse,おどりゃんせ,27.7,27+,1100,Expert,559,
Rulebook,ルルブ,27.7,27+,1143,Expert,587,
We are Pico Pico Hammers!!!!,ウィーアーピコピコハンマーズ!!!!,27.7,27+,1125,Expert,688,
,,,,,,,
Doctor=Funk Beat,ドクター=ファンクビート,27.6,27+,984,Expert,28,
Ghost Rule,ゴーストルール,27.6,27+,1174,Expert,199,
Tokugawa Cupnoodle Prohibition,徳川カップヌードル禁止令,27.6,27+,1065,Expert,234,
Fräulein=Biblioteca,フロイライン＝ビブリォチカ,27.6,27+,1222,Expert,251,
Childish War,おこちゃま戦争,27.6,27+,1259,Expert,307,
TRASH and TRASH!,トラッシュ・アンド・トラッシュ！,27.6,27+,1022,Expert,335,
Brain Revolution Girl,脳内革命ガール,27.6,27+,1189,Expert,344,
